"Ano";"Municipio";"Casos"
"2016";"Mirassol";325
"2016";"Mirassolândia";58
"2016";"Mococa";365
"2016";"Mogi das Cruzes";1512
"2016";"Mogi Guaçu";2249
"2016";"Mogi Mirim";1837
"2016";"Mombuca";7
"2016";"Monções";86
"2016";"Mongaguá";106
"2016";"Monte Alegre do Sul";37
"2016";"Monte Alto";117
"2016";"Monte Aprazível";200
"2016";"Monte Azul Paulista";729
"2016";"Monte Castelo";46
"2016";"Monte Mor";199
"2016";"Morro Agudo";265
"2016";"Morungaba";20
"2016";"Motuca";25
"2016";"Murutinga do Sul";107
"2016";"Nantes";17
"2016";"Narandiba";99
"2016";"Natividade da Serra";5
"2016";"Nazaré Paulista";33
"2016";"Neves Paulista";105
"2016";"Nhandeara";119
"2016";"Nipoã";22
"2016";"Nova Aliança";218
"2016";"Nova Campina";4
"2016";"Nova Canaã Paulista";13
"2016";"Nova Castilho";62
"2016";"Nova Europa";47
"2016";"Nova Granada";94
"2016";"Nova Guataporanga";10
"2016";"Nova Independência";103
"2016";"Nova Luzitânia";10
"2016";"Nova Odessa";169
"2016";"Novais";8
"2016";"Novo Horizonte";593
"2016";"Nuporanga";263
"2016";"Ocauçu";12
"2016";"Óleo";2
"2016";"Olímpia";1034
"2016";"Onda Verde";44
"2016";"Oriente";28
"2016";"Orindiúva";42
"2016";"Orlândia";1054
"2016";"Osasco";2229
"2016";"Oscar Bressane";47
"2016";"Osvaldo Cruz";307
"2016";"Ourinhos";432
"2016";"Ouro Verde";46
"2016";"Ouroeste";265
"2016";"Pacaembu";150
"2016";"Palestina";206
"2016";"Palmares Paulista";116
"2016";"Palmeira d'Oeste";259
"2016";"Palmital";116
"2016";"Panorama";108
"2016";"Paraguaçu Paulista";696
"2016";"Paraibuna";14
"2016";"Paraíso";35
"2016";"Paranapanema";35
"2016";"Paranapuã";90
"2016";"Parapuã";43
"2016";"Pariquera-Açu";436
"2016";"Parisi";38
"2016";"Patrocínio Paulista";175
"2016";"Paulicéia";64
"2016";"Paulínia";1054
"2016";"Paulistânia";1
"2016";"Paulo de Faria";55
"2016";"Pederneiras";203
"2016";"Pedra Bela";1
"2016";"Pedranópolis";53
"2016";"Pedregulho";18
"2016";"Pedreira";156
"2016";"Pedrinhas Paulista";9
"2016";"Pedro de Toledo";10
"2016";"Penápolis";695
"2016";"Pereira Barreto";299
"2016";"Pereiras";27
"2016";"Peruíbe";198
"2016";"Piacatu";50
"2016";"Piedade";88
"2016";"Pilar do Sul";12
"2016";"Pindamonhangaba";3174
"2016";"Pindorama";73
"2016";"Pinhalzinho";5
"2016";"Piquerobi";55
"2016";"Piquete";51
"2016";"Piracaia";76
"2016";"Piracicaba";8136
"2016";"Piraju";91
"2016";"Pirajuí";109
"2016";"Pirangi";115
"2016";"Pirapora do Bom Jesus";37
"2016";"Pirapozinho";323
"2016";"Pirassununga";417
"2016";"Piratininga";63
"2016";"Pitangueiras";504
"2016";"Planalto";75
"2016";"Platina";2
"2016";"Poá";185
"2016";"Poloni";58
"2016";"Pompéia";36
"2016";"Pongaí";4
"2016";"Pontal";1290
"2016";"Pontalinda";35
"2016";"Pontes Gestal";62
"2016";"Populina";80
"2016";"Porangaba";8
"2016";"Porto Feliz";699
"2016";"Porto Ferreira";559
"2016";"Potim";185
"2016";"Potirendaba";450
"2016";"Pracinha";3
"2016";"Pradópolis";129
"2016";"Praia Grande";755
"2016";"Pratânia";14
"2016";"Presidente Alves";22
"2016";"Presidente Bernardes";104
"2016";"Presidente Epitácio";996
"2016";"Presidente Prudente";18887
"2016";"Presidente Venceslau";264
"2016";"Promissão";103
"2016";"Quadra";14
"2016";"Quatá";101
"2016";"Queiroz";5
"2016";"Queluz";51
"2016";"Quintana";8
"2016";"Rafard";244
"2016";"Rancharia";547
"2016";"Redenção da Serra";2
"2016";"Regente Feijó";593
"2016";"Reginópolis";19
"2016";"Registro";348
"2016";"Restinga";9
"2016";"Ribeirão Bonito";111
"2016";"Ribeirão Branco";14
"2016";"Ribeirão Corrente";12
"2016";"Ribeirão do Sul";50
"2016";"Ribeirão dos Índios";13
"2016";"Ribeirão Grande";3
"2016";"Ribeirão Pires";295
"2016";"Ribeirão Preto";58786
"2016";"Rifaina";24
"2016";"Rincão";45
"2016";"Rinópolis";64
"2016";"Rio Claro";1122
"2016";"Rio das Pedras";220
"2016";"Rio Grande da Serra";20
"2016";"Riolândia";158
"2016";"Riversul";2
"2016";"Rosana";328
"2016";"Roseira";107
"2016";"Rubiácea";9
"2016";"Rubinéia";80
"2016";"Sabino";30
"2016";"Sagres";14
"2016";"Sales";17
"2016";"Sales Oliveira";230
"2016";"Salesópolis";31
"2016";"Salmourão";16
"2016";"Saltinho";71
"2016";"Salto";2153
"2016";"Salto de Pirapora";272
"2016";"Salto Grande";13
"2016";"Sandovalina";112
"2016";"Santa Adélia";129
"2016";"Santa Albertina";76
"2016";"Santa Bárbara d'Oeste";1435
"2016";"Santa Branca";96
"2016";"Santa Clara d'Oeste";130
"2016";"Santa Cruz da Conceição";25
"2016";"Santa Cruz da Esperança";7
"2016";"Santa Cruz das Palmeiras";90
"2016";"Santa Cruz do Rio Pardo";176
"2016";"Santa Ernestina";59
"2016";"Santa Fé do Sul";947
"2016";"Santa Gertrudes";225
"2016";"Santa Isabel";274
"2016";"Santa Lúcia";33
"2016";"Santa Maria da Serra";13
"2016";"Santa Mercedes";46
"2016";"Santa Rita d'Oeste";44
"2016";"Santa Rita do Passa Quatro";174
"2016";"Santa Rosa de Viterbo";431
"2016";"Santa Salete";37
"2016";"Santana da Ponte Pensa";9
"2016";"Santana de Parnaíba";759
"2016";"Santo Anastácio";952
"2016";"Santo André";1438
"2016";"Santo Antônio da Alegria";127
"2016";"Santo Antônio de Posse";231
"2016";"Santo Antônio do Aracanguá";51
"2016";"Santo Antônio do Jardim";11
"2016";"Santo Antônio do Pinhal";5
"2016";"Santo Expedito";19
"2016";"Santópolis do Aguapeí";57
"2016";"Santos";4421
"2016";"São Bento do Sapucaí";30
"2016";"São Bernardo do Campo";5389
"2016";"São Caetano do Sul";647
"2016";"São Carlos";4522
"2016";"São Francisco";73
"2016";"São João da Boa Vista";515
"2016";"São João das Duas Pontes";18
"2016";"São João de Iracema";20
"2016";"São João do Pau d'Alho";42
"2016";"São Joaquim da Barra";707
"2016";"São José da Bela Vista";299
"2016";"São José do Barreiro";10
"2016";"São José do Rio Pardo";172
"2016";"São José do Rio Preto";28530
"2016";"São José dos Campos";19982
"2016";"São Lourenço da Serra";96
"2016";"São Luiz do Paraitinga";16
"2016";"São Manuel";145
"2016";"São Miguel Arcanjo";127
"2016";"São Paulo";74975
"2016";"São Pedro";91
"2016";"São Pedro do Turvo";155
"2016";"São Roque";412
"2016";"São Sebastião";2082
"2016";"São Sebastião da Grama";13
"2016";"São Simão";1030
"2016";"São Vicente";239
"2016";"Sarutaiá";2
"2016";"Sebastianópolis do Sul";39
"2016";"Serra Azul";121
"2016";"Serra Negra";69
"2016";"Serrana";787
"2016";"Sertãozinho";3389
"2016";"Sete Barras";1
"2016";"Severínia";87
"2016";"Silveiras";7
"2016";"Socorro";202
"2016";"Sorocaba";9189
"2016";"Sud Mennucci";116
"2016";"Sumaré";2377
"2016";"Suzanápolis";64
"2016";"Suzano";543
"2016";"Tabapuã";73
"2016";"Tabatinga";350
"2016";"Taboão da Serra";540
"2016";"Taciba";22
"2016";"Taguaí";53
"2016";"Taiaçu";83
"2016";"Taiúva";195
"2016";"Tambaú";170
"2016";"Tanabi";436
"2016";"Tapiraí";1
"2016";"Tapiratiba";23
"2016";"Taquaral";25
"2016";"Taquaritinga";1790
"2016";"Taquarituba";32
"2016";"Taquarivaí";1
"2016";"Tarabai";61
"2016";"Tarumã";26
"2016";"Tatuí";503
"2016";"Taubaté";5419
"2016";"Tejupá";2
"2016";"Teodoro Sampaio";557
"2016";"Terra Roxa";14
"2016";"Tietê";301
"2016";"Timburi";2
"2016";"Torre de Pedra";2
"2016";"Torrinha";17
"2016";"Trabiju";2
"2016";"Tremembé";933
"2016";"Três Fronteiras";61
"2016";"Tuiuti";16
"2016";"Tupã";843
"2016";"Tupi Paulista";32
"2016";"Turiúba";18
"2016";"Turmalina";19
"2016";"Ubarana";135
"2016";"Ubatuba";809
"2016";"Ubirajara";1
"2016";"Uchoa";335
"2016";"União Paulista";40
"2016";"Urânia";341
"2016";"Uru";12
"2016";"Urupês";49
"2016";"Valentim Gentil";116
"2016";"Valinhos";218
"2016";"Valparaíso";174
"2016";"Vargem Grande do Sul";262
"2016";"Vargem Grande Paulista";161
"2016";"Várzea Paulista";363
"2016";"Vera Cruz";18
"2016";"Vinhedo";518
"2016";"Viradouro";163
"2016";"Vista Alegre do Alto";66
"2016";"Vitória Brasil";61
"2016";"Votorantim";1291
"2016";"Votuporanga";2934
"2016";"Zacarias";34
"2017";"Adamantina";84
"2017";"Adolfo";8
"2017";"Aguaí";12
"2017";"Águas da Prata";17
"2017";"Águas de Lindóia";23
"2017";"Águas de Santa Bárbara";4
"2017";"Águas de São Pedro";9
"2017";"Agudos";47
"2017";"Alambari";10
"2017";"Alfredo Marcondes";7
"2017";"Altair";7
"2017";"Altinópolis";7
"2017";"Alto Alegre";18
"2017";"Alumínio";21
"2017";"Álvares Florence";10
"2017";"Álvares Machado";40
"2017";"Álvaro de Carvalho";10
"2017";"Alvinlândia";7
"2017";"Americana";796
"2017";"Américo Brasiliense";142
"2017";"Américo de Campos";33
"2017";"Amparo";168
"2017";"Analândia";12
"2017";"Andradina";469
"2017";"Angatuba";32
"2017";"Anhembi";10
"2017";"Anhumas";19
"2017";"Aparecida";19
"2017";"Aparecida d'Oeste";6
"2017";"Apiaí";5
"2017";"Araçariguama";26
"2017";"Araçatuba";512
"2017";"Araçoiaba da Serra";22
"2017";"Aramina";1
"2017";"Arandu";1
"2017";"Arapeí";1
"2017";"Araraquara";565
"2017";"Araras";232
"2017";"Arco-Íris";4
"2017";"Arealva";8
"2017";"Areias";4
"2017";"Areiópolis";23
"2017";"Ariranha";31
"2017";"Artur Nogueira";24
"2017";"Arujá";229
"2017";"Aspásia";6
"2017";"Assis";204
"2017";"Atibaia";306
"2017";"Auriflama";50
"2017";"Avaí";2
"2017";"Avanhandava";15
"2017";"Avaré";18
"2017";"Bady Bassitt";18
"2017";"Balbinos";5
"2017";"Bálsamo";10
"2017";"Barão de Antonina";4
"2017";"Barbosa";10
"2017";"Bariri";59
"2017";"Barra Bonita";33
"2017";"Barra do Turvo";4
"2017";"Barretos";112
"2017";"Barrinha";153
"2017";"Barueri";415
"2017";"Bastos";70
"2017";"Batatais";56
"2017";"Bauru";583
"2017";"Bebedouro";249
"2017";"Bernardino de Campos";2
"2017";"Bertioga";257
"2017";"Bilac";21
"2017";"Birigui";706
"2017";"Biritiba Mirim";4
"2017";"Boa Esperança do Sul";20
"2017";"Bocaina";16
"2017";"Bofete";5
"2017";"Boituva";45
"2017";"Bom Jesus dos Perdões";2
"2017";"Borá";9
"2017";"Boracéia";11
"2017";"Borborema";25
"2017";"Borebi";3
"2017";"Botucatu";202
"2017";"Bragança Paulista";150
"2017";"Braúna";32
"2017";"Brejo Alegre";3
"2017";"Brodowski";35
"2017";"Brotas";37
"2017";"Buri";3
"2017";"Buritama";61
"2017";"Cabrália Paulista";3
"2017";"Cabreúva";40
"2017";"Caçapava";132
"2017";"Cachoeira Paulista";57
"2017";"Caconde";3
"2017";"Cafelândia";5
"2017";"Caiabu";1
"2017";"Caieiras";33
"2017";"Caiuá";12
"2017";"Cajamar";14
"2017";"Cajati";30
"2017";"Cajobi";5
"2017";"Cajuru";12
"2017";"Campina do Monte Alegre";1
"2017";"Campinas";4473
"2017";"Campo Limpo Paulista";6
"2017";"Campos do Jordão";2
"2017";"Campos Novos Paulista";2
"2017";"Cananéia";3
"2017";"Canas";1
"2017";"Cândido Mota";70
"2017";"Canitar";1
"2017";"Capão Bonito";32
"2017";"Capela do Alto";25
"2017";"Capivari";87
"2017";"Caraguatatuba";277
"2017";"Carapicuíba";55
"2017";"Cardoso";23
"2017";"Casa Branca";18
"2017";"Castilho";89
"2017";"Catanduva";496
"2017";"Catiguá";6
"2017";"Cedral";46
"2017";"Cerqueira César";2
"2017";"Cerquilho";37
"2017";"Cesário Lange";3
"2017";"Charqueada";7
"2017";"Chavantes";9
"2017";"Clementina";1
"2017";"Colina";79
"2017";"Colômbia";22
"2017";"Conchal";32
"2017";"Conchas";8
"2017";"Cordeirópolis";19
"2017";"Coroados";33
"2017";"Coronel Macedo";2
"2017";"Corumbataí";7
"2017";"Cosmópolis";29
"2017";"Cosmorama";2
"2017";"Cotia";185
"2017";"Cravinhos";13
"2017";"Cristais Paulista";4
"2017";"Cruzália";4
"2017";"Cruzeiro";58
"2017";"Cubatão";64
"2017";"Cunha";4
"2017";"Descalvado";147
"2017";"Diadema";265
"2017";"Dirce Reis";9
"2017";"Divinolândia";10
"2017";"Dobrada";8
"2017";"Dois Córregos";23
"2017";"Dolcinópolis";3
"2017";"Dourado";4
"2017";"Dracena";48
"2017";"Duartina";13
"2017";"Dumont";8
"2017";"Echaporã";4
"2017";"Eldorado";1
"2017";"Elias Fausto";4
"2017";"Elisiário";2
"2017";"Embaúba";1
"2017";"Embu-Guaçu";17
"2017";"Embu das Artes";92
"2017";"Emilianópolis";10
"2017";"Engenheiro Coelho";27
"2017";"Espírito Santo do Pinhal";157
"2017";"Espírito Santo do Turvo";5
"2017";"Estiva Gerbi";45
"2017";"Estrela d'Oeste";71
"2017";"Estrela do Norte";2
"2017";"Euclides da Cunha Paulista";30
"2017";"Fartura";1
"2017";"Fernando Prestes";5
"2017";"Fernandópolis";206
"2017";"Fernão";5
"2017";"Ferraz de Vasconcelos";28
"2017";"Flora Rica";1
"2017";"Floreal";12
"2017";"Flórida Paulista";15
"2017";"Florínea";4
"2017";"Franca";341
"2017";"Francisco Morato";38
"2017";"Franco da Rocha";17
"2017";"Gabriel Monteiro";8
"2017";"Gália";2
"2017";"Garça";69
"2017";"Gastão Vidigal";6
"2017";"General Salgado";16
"2017";"Getulina";6
"2017";"Glicério";25
"2017";"Guaiçara";23
"2017";"Guaimbê";19
"2017";"Guaíra";188
"2017";"Guapiaçu";39
"2017";"Guapiara";16
"2017";"Guará";13
"2017";"Guaraçaí";83
"2017";"Guaraci";1
"2017";"Guarani d'Oeste";5
"2017";"Guarantã";4
"2017";"Guararapes";25
"2017";"Guararema";71
"2017";"Guaratinguetá";329
"2017";"Guareí";12
"2017";"Guariba";20
"2017";"Guarujá";322
"2017";"Guarulhos";1759
"2017";"Guatapará";16
"2017";"Guzolândia";5
"2017";"Herculândia";25
"2017";"Holambra";1
"2017";"Hortolândia";1520
"2017";"Iacanga";11
"2017";"Iacri";9
"2017";"Ibaté";23
"2017";"Ibirá";87
"2017";"Ibirarema";6
"2017";"Ibitinga";282
"2017";"Ibiúna";30
"2017";"Icém";37
